Distance,Temperature,RDF
1.888,300,0.0
2.064,300,0.0
2.24,300,0.0
2.4160000000000004,300,0.0
2.5919999999999996,300,0.03241019035425649
2.768,300,36.052087266851956
2.944,300,53.5774626657
3.12,300,1.2639867368983322
3.2960000000000003,300,0.0
3.4719999999999995,300,0.0
3.6479999999999997,300,0.0
3.824,300,0.5942632551612056
4.0,300,12.893477083432737
4.176,300,9.04339903092545
4.352,300,0.2069921864209042
4.528,300,0.0
4.704,300,0.3888035446046485
4.88,300,25.150613959893928
5.056,300,33.78768042751483
5.231999999999999,300,1.288216427002175
5.4079999999999995,300,0.00968166526447528
5.584,300,3.1308588441962426
5.76,300,16.866989115501436
5.936,300,2.704436974192408
6.112,300,0.09912213050276061
6.287999999999999,300,8.044097616225578
6.4639999999999995,300,24.746176900433277
6.64,300,3.411304636958869
6.816,300,0.3708613684422191
6.991999999999999,300,6.327645569438887
7.167999999999999,300,3.3813158491155106
7.343999999999999,300,0.7031225978974129
7.52,300,23.31952314701593
7.696,300,26.77506706669059
7.872,300,1.2731471177262075
8.047999999999998,300,2.1997296684955447
8.224,300,3.0763089002142565
8.399999999999999,300,1.3462633821608905
8.576,300,16.581089338767416
8.751999999999999,300,12.100946376978756
8.928,300,2.897235373685138
9.104,300,12.101044557844096
9.280000000000001,300,3.850181068276931
9.456,300,8.073401495287904
9.632000000000001,300,7.928275159493734
9.808,300,2.937330254239134
9.984000000000002,300,10.244160033492488
10.16,300,4.360904293151856
10.336,300,22.842979699465896
10.512,300,15.338938199730597
10.687999999999999,300,1.410112884707738
10.864,300,0.26576138992049686
11.04,300,6.229076847165419
11.216000000000001,300,13.468467516459727
11.392,300,5.557701649066519
11.568000000000001,300,3.8649809067978365
11.744,300,6.412947846469246
11.920000000000002,300,12.583476564592814
12.096,300,6.249106022903715
12.271999999999998,300,7.035446954194911
12.448,300,8.081589124571844
12.623999999999999,300,13.045249249697264
12.8,300,4.575508839854178
12.975999999999999,300,3.4727802655326045
13.152000000000001,300,8.95612348848326
13.328,300,7.434929565664803
13.504000000000001,300,3.0799076385590323
13.68,300,2.90432747375017
13.856000000000002,300,4.7095464951653945
14.032,300,3.2212185197514165
14.207999999999998,300,3.0959407578765954
14.384,300,10.166123799963541
14.559999999999999,300,6.087954432702107
14.736,300,3.0043522090451993
14.911999999999999,300,5.020464710640187
1.888,300,0.0
2.064,300,0.0
2.24,300,0.0
2.4160000000000004,300,0.0
2.5919999999999996,300,0.03241019035425649
2.768,300,36.052087266851956
2.944,300,53.5774626657
3.12,300,1.2639867368983322
3.2960000000000003,300,0.0
3.4719999999999995,300,0.0
3.6479999999999997,300,0.0
3.824,300,0.5942632551612056
4.0,300,12.893477083432737
4.176,300,9.04339903092545
4.352,300,0.2069921864209042
4.528,300,0.0
4.704,300,0.3888035446046485
4.88,300,25.150613959893928
5.056,300,33.78768042751483
5.231999999999999,300,1.288216427002175
5.4079999999999995,300,0.00968166526447528
5.584,300,3.1308588441962426
5.76,300,16.866989115501436
5.936,300,2.704436974192408
6.112,300,0.09912213050276061
6.287999999999999,300,8.044097616225578
6.4639999999999995,300,24.746176900433277
6.64,300,3.411304636958869
6.816,300,0.3708613684422191
6.991999999999999,300,6.327645569438887
7.167999999999999,300,3.3813158491155106
7.343999999999999,300,0.7031225978974129
7.52,300,23.31952314701593
7.696,300,26.77506706669059
7.872,300,1.2731471177262075
8.047999999999998,300,2.1997296684955447
8.224,300,3.0763089002142565
8.399999999999999,300,1.3462633821608905
8.576,300,16.581089338767416
8.751999999999999,300,12.100946376978756
8.928,300,2.897235373685138
9.104,300,12.101044557844096
9.280000000000001,300,3.850181068276931
9.456,300,8.073401495287904
9.632000000000001,300,7.928275159493734
9.808,300,2.937330254239134
9.984000000000002,300,10.244160033492488
10.16,300,4.360904293151856
10.336,300,22.842979699465896
10.512,300,15.338938199730597
10.687999999999999,300,1.410112884707738
10.864,300,0.26576138992049686
11.04,300,6.229076847165419
11.216000000000001,300,13.468467516459727
11.392,300,5.557701649066519
11.568000000000001,300,3.8649809067978365
11.744,300,6.412947846469246
11.920000000000002,300,12.583476564592814
12.096,300,6.249106022903715
12.271999999999998,300,7.035446954194911
12.448,300,8.081589124571844
12.623999999999999,300,13.045249249697264
12.8,300,4.575508839854178
12.975999999999999,300,3.4727802655326045
13.152000000000001,300,8.95612348848326
13.328,300,7.434929565664803
13.504000000000001,300,3.0799076385590323
13.68,300,2.90432747375017
13.856000000000002,300,4.7095464951653945
14.032,300,3.2212185197514165
14.207999999999998,300,3.0959407578765954
14.384,300,10.166123799963541
14.559999999999999,300,6.087954432702107
14.736,300,3.0043522090451993
14.911999999999999,300,5.020464710640187
1.888,300,0.0
2.064,300,0.0
2.24,300,0.0
2.4160000000000004,300,0.0
2.5919999999999996,300,0.03241019035425649
2.768,300,36.052087266851956
2.944,300,53.57746266569999
3.12,300,1.2639867368983322
3.2960000000000003,300,0.0
3.4719999999999995,300,0.0
3.6479999999999997,300,0.0
3.824,300,0.5942632551612056
4.0,300,12.893477083432737
4.176,300,9.04339903092545
4.352,300,0.2069921864209042
4.528,300,0.0
4.704,300,0.3888035446046485
4.88,300,25.150613959893928
5.056,300,33.78768042751483
5.231999999999999,300,1.288216427002175
5.4079999999999995,300,0.00968166526447528
5.584,300,3.130858844196242
5.76,300,16.866989115501436
5.936,300,2.704436974192408
6.112,300,0.0991221305027606
6.287999999999999,300,8.044097616225578
6.4639999999999995,300,24.746176900433273
6.64,300,3.411304636958869
6.816,300,0.3708613684422191
6.991999999999999,300,6.327645569438887
7.167999999999999,300,3.3813158491155106
7.343999999999999,300,0.7031225978974129
7.52,300,23.31952314701593
7.696,300,26.775067066690593
7.872,300,1.2731471177262075
8.047999999999998,300,2.1997296684955447
8.224,300,3.0763089002142565
8.399999999999999,300,1.3462633821608907
8.576,300,16.581089338767416
8.751999999999999,300,12.100946376978756
8.928,300,2.897235373685138
9.104,300,12.101044557844096
9.280000000000001,300,3.8501810682769304
9.456,300,8.073401495287904
9.632000000000001,300,7.928275159493734
9.808,300,2.937330254239134
9.984000000000002,300,10.244160033492488
10.16,300,4.360904293151856
10.336,300,22.842979699465896
10.512,300,15.338938199730597
10.687999999999999,300,1.410112884707738
10.864,300,0.26576138992049686
11.04,300,6.229076847165419
11.216000000000001,300,13.468467516459727
11.392,300,5.557701649066519
11.568000000000001,300,3.8649809067978365
11.744,300,6.412947846469247
11.920000000000002,300,12.583476564592814
12.096,300,6.249106022903715
12.271999999999998,300,7.035446954194911
12.448,300,8.081589124571844
12.623999999999999,300,13.045249249697264
12.8,300,4.575508839854178
12.975999999999999,300,3.4727802655326045
13.152000000000001,300,8.95612348848326
13.328,300,7.434929565664803
13.504000000000001,300,3.0799076385590323
13.68,300,2.90432747375017
13.856000000000002,300,4.7095464951653945
14.032,300,3.221218519751416
14.207999999999998,300,3.0959407578765954
14.384,300,10.166123799963541
14.559999999999999,300,6.087954432702108
14.736,300,3.0043522090451993
14.911999999999999,300,5.020464710640187
1.888,300,0.0
2.064,300,0.0
2.24,300,0.0
2.4160000000000004,300,0.0
2.5919999999999996,300,0.03241019035425649
2.768,300,36.052087266851956
2.944,300,53.5774626657
3.12,300,1.2639867368983322
3.2960000000000003,300,0.0
3.4719999999999995,300,0.0
3.6479999999999997,300,0.0
3.824,300,0.5942632551612056
4.0,300,12.893477083432737
4.176,300,9.04339903092545
4.352,300,0.2069921864209042
4.528,300,0.0
4.704,300,0.3888035446046485
4.88,300,25.150613959893928
5.056,300,33.78768042751483
5.231999999999999,300,1.288216427002175
5.4079999999999995,300,0.00968166526447528
5.584,300,3.1308588441962426
5.76,300,16.866989115501436
5.936,300,2.704436974192408
6.112,300,0.09912213050276061
6.287999999999999,300,8.044097616225578
6.4639999999999995,300,24.746176900433277
6.64,300,3.411304636958869
6.816,300,0.3708613684422191
6.991999999999999,300,6.327645569438887
7.167999999999999,300,3.3813158491155106
7.343999999999999,300,0.7031225978974129
7.52,300,23.31952314701593
7.696,300,26.77506706669059
7.872,300,1.2731471177262075
8.047999999999998,300,2.1997296684955447
8.224,300,3.0763089002142565
8.399999999999999,300,1.3462633821608905
8.576,300,16.581089338767416
8.751999999999999,300,12.100946376978756
8.928,300,2.897235373685138
9.104,300,12.101044557844096
9.280000000000001,300,3.850181068276931
9.456,300,8.073401495287904
9.632000000000001,300,7.928275159493734
9.808,300,2.937330254239134
9.984000000000002,300,10.244160033492488
10.16,300,4.360904293151856
10.336,300,22.842979699465896
10.512,300,15.338938199730597
10.687999999999999,300,1.410112884707738
10.864,300,0.26576138992049686
11.04,300,6.229076847165419
11.216000000000001,300,13.468467516459727
11.392,300,5.557701649066519
11.568000000000001,300,3.8649809067978365
11.744,300,6.412947846469246
11.920000000000002,300,12.583476564592814
12.096,300,6.249106022903715
12.271999999999998,300,7.035446954194911
12.448,300,8.081589124571844
12.623999999999999,300,13.045249249697264
12.8,300,4.575508839854178
12.975999999999999,300,3.4727802655326045
13.152000000000001,300,8.95612348848326
13.328,300,7.434929565664803
13.504000000000001,300,3.0799076385590323
13.68,300,2.90432747375017
13.856000000000002,300,4.7095464951653945
14.032,300,3.2212185197514165
14.207999999999998,300,3.0959407578765954
14.384,300,10.166123799963541
14.559999999999999,300,6.087954432702107
14.736,300,3.0043522090451993
14.911999999999999,300,5.020464710640187
1.888,300,0.0
2.064,300,0.0
2.24,300,0.0
2.4160000000000004,300,0.0
2.5919999999999996,300,0.03241019035425649
2.768,300,36.052087266851956
2.944,300,53.5774626657
3.12,300,1.2639867368983322
3.2960000000000003,300,0.0
3.4719999999999995,300,0.0
3.6479999999999997,300,0.0
3.824,300,0.5942632551612056
4.0,300,12.893477083432737
4.176,300,9.04339903092545
4.352,300,0.2069921864209042
4.528,300,0.0
4.704,300,0.3888035446046485
4.88,300,25.150613959893928
5.056,300,33.78768042751483
5.231999999999999,300,1.288216427002175
5.4079999999999995,300,0.00968166526447528
5.584,300,3.1308588441962426
5.76,300,16.866989115501436
5.936,300,2.704436974192408
6.112,300,0.09912213050276061
6.287999999999999,300,8.044097616225578
6.4639999999999995,300,24.746176900433277
6.64,300,3.4113046369588687
6.816,300,0.3708613684422191
6.991999999999999,300,6.327645569438887
7.167999999999999,300,3.3813158491155106
7.343999999999999,300,0.7031225978974129
7.52,300,23.31952314701593
7.696,300,26.77506706669059
7.872,300,1.2731471177262075
8.047999999999998,300,2.1997296684955447
8.224,300,3.0763089002142565
8.399999999999999,300,1.3462633821608905
8.576,300,16.581089338767416
8.751999999999999,300,12.100946376978756
8.928,300,2.897235373685138
9.104,300,12.101044557844096
9.280000000000001,300,3.850181068276931
9.456,300,8.073401495287904
9.632000000000001,300,7.928275159493734
9.808,300,2.937330254239134
9.984000000000002,300,10.244160033492488
10.16,300,4.360904293151856
10.336,300,22.842979699465896
10.512,300,15.338938199730597
10.687999999999999,300,1.410112884707738
10.864,300,0.26576138992049686
11.04,300,6.229076847165419
11.216000000000001,300,13.468467516459729
11.392,300,5.557701649066519
11.568000000000001,300,3.864980906797837
11.744,300,6.412947846469246
11.920000000000002,300,12.583476564592814
12.096,300,6.249106022903715
12.271999999999998,300,7.035446954194912
12.448,300,8.081589124571844
12.623999999999999,300,13.045249249697264
12.8,300,4.575508839854178
12.975999999999999,300,3.4727802655326045
13.152000000000001,300,8.95612348848326
13.328,300,7.434929565664804
13.504000000000001,300,3.0799076385590323
13.68,300,2.90432747375017
13.856000000000002,300,4.7095464951653945
14.032,300,3.2212185197514165
14.207999999999998,300,3.0959407578765954
14.384,300,10.166123799963541
14.559999999999999,300,6.087954432702107
14.736,300,3.0043522090451993
14.911999999999999,300,5.020464710640187
1.888,300,0.0
2.064,300,0.0
2.24,300,0.0
2.4160000000000004,300,0.0
2.5919999999999996,300,0.03241019035425649
2.768,300,36.05208726685196
2.944,300,53.577462665700004
3.12,300,1.263986736898332
3.2960000000000003,300,0.0
3.4719999999999995,300,0.0
3.6479999999999997,300,0.0
3.824,300,0.5942632551612056
4.0,300,12.893477083432737
4.176,300,9.04339903092545
4.352,300,0.2069921864209042
4.528,300,0.0
4.704,300,0.3888035446046485
4.88,300,25.150613959893928
5.056,300,33.78768042751483
